-1.020169303727308345e-02,-9.094048326039615854e-03,-7.966246203116655183e-03,-6.813187185636847103e-03,-5.651547823649988311e-03,-4.436980220601043599e-03,-3.163690565449449234e-03,-1.806933792897383101e-03,-4.087484658822834998e-04,1.056153325842071637e-03,2.571276659324999922e-03,4.140888599677243313e-03,5.756179522006559662e-03,7.403065152009908473e-03,9.079188138147124137e-03,1.078104246769136590e-02,1.248800156372334436e-02,1.422767936421738891e-02,1.598846063347060184e-02,1.775669624897275797e-02
-7.939317929498812543e-03,-7.065314261696300537e-03,-6.174132290859745721e-03,-5.259292742935640572e-03,-4.330545455154836444e-03,-3.345522201265773224e-03,-2.288302542088915727e-03,-1.123186884097750714e-03,1.145074647549118487e-04,1.446316861976512528e-03,2.854434048696285597e-03,4.343556758645951768e-03,5.897968331956876011e-03,7.496787257901213822e-03,9.136788385769034626e-03,1.081100450855792920e-02,1.249896858327932334e-02,1.422443860740696571e-02,1.597373805469004884e-02,1.773411884494880894e-02
-6.187564901683575459e-03,-5.499430201417088333e-03,-4.796457264147743239e-03,-4.072373410917934887e-03,-3.332003920198533305e-03,-2.535319996671090998e-03,-1.657431073103518256e-03,-6.514479472192140743e-04,4.563366341622695751e-04,1.684217691885561436e-03,3.012962496584753458e-03,4.445999412806736668e-03,5.959870871566994716e-03,7.528979110428017305e-03,9.148004089400875102e-03,1.080699695609674271e-02,1.248852766476755971e-02,1.420756910697603022e-02,1.595083669067569321e-02,1.770859564144412063e-02
-4.935290575036938368e-03,-4.383025965925364462e-03,-3.818077142363773130e-03,-3.234690683947499899e-03,-2.634704234333727201e-03,-1.980442743153791769e-03,-1.240046976770692614e-03,-3.565532649043591496e-04,6.538409336920658708e-04,1.806771335454216689e-03,3.081316182871717511e-03,4.478251543162865313e-03,5.966757535360210640e-03,7.518827711489856243e-03,9.126517883990206345e-03,1.077778166868951538e-02,1.245911697265497144e-02,1.417547030930935495e-02,1.591573236123865198e-02,1.767301710973316620e-02
-4.010804185202288159e-03,-3.560597203729070487e-03,-3.099631552925538516e-03,-2.622716129100552060e-03,-2.129921851583722707e-03,-1.585947141626384976e-03,-9.536955057940612115e-04,-1.672926991972961274e-04,7.677051259010368115e-04,1.864789062596946450e-03,3.101042872856017100e-03,4.473714936391813210e-03,5.945326999813492323e-03,7.487134246446757423e-03,9.088418032133662935e-03,1.073572500196221836e-02,1.241905477234141186e-02,1.413430130591387945e-02,1.587318735683303575e-02,1.763074931940927792e-02
-3.310011899757468474e-03,-2.938200843622123734e-03,-2.557294414541865131e-03,-2.162638594314958938e-03,-1.753292604702721101e-03,-1.296340245499775232e-03,-7.509219322036559448e-04,-4.341716733946089283e-05,8.314272536448604660e-04,1.885515872201440997e-03,3.093707543318038791e-03,4.449296623217953960e-03,5.908949765489737715e-03,7.444303305656598327e-03,9.041885176249335812e-03,1.068730233244280514e-02,1.237316880219670352e-02,1.408810153809287452e-02,1.582660540719860870e-02,1.758476023971223753e-02
-2.772577528087440991e-03,-2.461545690653713786e-03,-2.142819941173912911e-03,-1.812230334913028477e-03,-1.468299964593633867e-03,-1.080463201780109588e-03,-6.053493635814941563e-04,3.721952394383912433e-05,8.631288996416249838e-04,1.883314192803921998e-03,3.070295614636635220e-03,4.413377358651460539e-03,5.864161984561733904e-03,7.395348805376894021e-03,8.990831325811748584e-03,1.063557510429748339e-02,1.232392373806080743e-02,1.403901756620366467e-02,1.577777400011878134e-02,1.753670010703410609e-02
-2.361346583307540135e-03,-2.097309206405951684e-03,-1.826734220837782953e-03,-1.545868599020771726e-03,-1.253003433875711763e-03,-9.198270481299411277e-04,-5.014991203754227142e-04,8.751131373920388351e-05,8.732197473718839465e-04,1.866236922516601371e-03,3.036751837602896190e-03,4.370377995154684295e-03,5.814375256095203302e-03,7.342832547228731604e-03,8.937210156685993293e-03,1.058201732012866575e-02,1.227263296701037315e-02,1.398820744824727166e-02,1.572762149862437508e-02,1.748744554977455304e-02
-2.052155466455904669e-03,-1.823893168412015929e-03,-1.590027082129255804e-03,-1.347146457374266736e-03,-1.093507367930474788e-03,-8.028962580225571964e-04,-4.298434117703007020e-04,1.153419082769575437e-04,8.680055195584598753e-04,1.839060095846959493e-03,2.996482488017665306e-03,4.322776027450772086e-03,5.761496317930724781e-03,7.288148898277786725e-03,8.882047993457809626e-03,1.052736016647370237e-02,1.222003804258551055e-02,1.393632181047918875e-02,1.567664770738552704e-02,1.743746894916774551e-02
-1.828801881640202808e-03,-1.626864696603313011e-03,-1.420058287493269943e-03,-1.205235752949448264e-03,-9.807480252359962718e-04,-7.222750219295023550e-04,-3.843718937836037653e-04,1.256587272548117466e-04,8.514299459775270069e-04,1.804722958164234727e-03,2.951519706378933749e-03,4.272019938343464725e-03,5.706651942954829755e-03,7.232098750880699804e-03,8.825909302738375872e-03,1.047197706493987676e-02,1.216657543420088423e-02,1.388373694864762121e-02,1.562513142036749819e-02,1.738703018908325376e-02
-1.680447628853139761e-03,-1.496605340268216625e-03,-1.308450013783096907e-03,-1.113018237137702393e-03,-9.088444049864742753e-04,-6.732602523768158043e-04,-3.613352566973170575e-04,1.215437149239880773e-04,8.259672859791099015e-04,1.765056940080787611e-03,2.903101151330032218e-03,4.218974229193393766e-03,5.650538171949781759e-03,7.175166694858342055e-03,8.769123324639827369e-03,1.041607017159055029e-02,1.211250963992992896e-02,1.383067482662891749e-02,1.557323337017355383e-02,1.733627591514821931e-02
-1.600231386907800205e-03,-1.427058141189097018e-03,-1.249966729211197426e-03,-1.066095465045285677e-03,-8.742267286737282102e-04,-6.530755532616599329e-04,-3.585751993507742524e-04,1.047874075957437758e-04,7.930994981204699109e-04,1.721173413303353885e-03,2.851975511283110550e-03,4.164151123335741410e-03,5.593600031608287823e-03,7.117664454259708950e-03,8.711902002542090337e-03,1.035976615694204732e-02,1.205800508355091456e-02,1.377726888336034024e-02,1.552104992009871107e-02,1.728529198707142930e-02
-1.584529967616868677e-03,-1.415062580239600859e-03,-1.241923157066765222e-03,-1.062268118025822949e-03,-8.751802236068470476e-04,-6.604698800586530222e-04,-3.751698746851443137e-04,7.619537494516627583e-05,7.535709776676567488e-04,1.673671666800430899e-03,2.798567002489569817e-03,4.107836334497690089e-03,5.536126921570861011e-03,7.059807661681704628e-03,8.654403570481420532e-03,1.030316766801396035e-02,1.200316662826463217e-02,1.372360137185973071e-02,1.546864218769516616e-02,1.723413181690828383e-02
-1.632604565352925238e-03,-1.460038096903213409e-03,-1.283904791104762853e-03,-1.101292517145104326e-03,-9.116336518088167910e-04,-6.955314890048563481e-04,-4.112669994019720705e-04,3.573390286344974579e-05,7.075092273589921391e-04,1.622739759929927575e-03,2.743057920026893779e-03,4.050155806731332506e-03,5.478301004409542700e-03,7.001755651890674385e-03,8.596766412705875160e-03,1.024638194932051515e-02,1.194806221538020907e-02,1.366972453320559194e-02,1.541605238013403836e-02,1.718283256737244621e-02
-1.746515646951313835e-03,-1.563910637963895206e-03,-1.377706001801438148e-03,-1.184829644019956161e-03,-9.851172909094408313e-04,-7.596508643108183974e-04,-4.680478569504782703e-04,-1.743817398952590640e-05,6.544494349302249544e-04,1.568178859234305167e-03,2.685413994498536249e-03,3.991103199600742370e-03,5.420214958685678174e-03,6.943627618298971876e-03,8.539124446473521715e-03,1.018953641242092457e-02,1.189273403709615630e-02,1.361567164477832902e-02,1.536331315781852211e-02,1.713142560956698937e-02
-1.931276271098164099e-03,-1.731255117670886176e-03,-1.527461585971715734e-03,-1.316565296706654047e-03,-1.098871383428035161e-03,-8.556157637373960250e-04,-5.478079173274507437e-04,-8.504027798295573141e-05,5.932713814790747074e-04,1.509357291753876716e-03,2.625357785989548224e-03,3.930532971030804845e-03,5.361864037260146397e-03,6.885499522319774891e-03,8.481607695591834514e-03,1.013278408614295620e-02,1.183720069670043604e-02,1.356146015064773301e-02,1.531045227140635095e-02,1.707994390881180727e-02
-2.195284354511016067e-03,-1.969691212157145994e-03,-1.740006034617864236e-03,-1.502532385492769216e-03,-1.258132847811385896e-03,-9.878629057614521109e-04,-6.541757050005887275e-04,-1.698625810201370397e-04,5.220322366591068812e-04,1.445080057569567448e-03,2.562278995682515468e-03,3.868111559940682828e-03,5.303107974505279903e-03,6.827378880424433277e-03,8.424325625909966087e-03,1.007629640336094555e-02,1.178144970210695010e-02,1.350708583711132497e-02,1.525749147982324860e-02,1.702842514497584711e-02
-2.551164781587904936e-03,-2.290652572427965064e-03,-2.025569783416782035e-03,-1.751733729555945713e-03,-1.470688287737682148e-03,-1.162964204921880084e-03,-7.925380464266873308e-04,-2.761386072617377395e-04,4.376462909882567962e-04,1.373332569206141534e-03,2.495048690386501584e-03,3.803202186829684854e-03,5.243585320775272923e-03,6.769144793133670228e-03,8.367323026446514544e-03,1.002023408323008714e-02,1.172541603377794117e-02,1.345250336964598503e-02,1.520443454517333461e-02,1.697690358523546578e-02
-3.017310340477202032e-03,-2.710794283234524253e-03,-2.399053131409182964e-03,-2.077281810274977589e-03,-1.747886878274959631e-03,-1.390518754203885201e-03,-9.708209536455399830e-04,-4.102253558841268658e-04,3.353049936757468018e-04,1.290808952576166010e-03,2.421664209955775877e-03,3.734626298790343166e-03,5.182537370610160697e-03,6.710421404375642614e-03,8.310483316514261434e-03,9.964674528479921037e-03,1.166893633143509246e-02,1.339758335363214377e-02,1.515123265965330132e-02,1.692537448186880525e-02
-3.620733313371405759e-03,-3.254599033879703677e-03,-2.882386918010530243e-03,-2.498513043364220584e-03,-2.106521895647829861e-03,-1.684811506209262259e-03,-1.200940244791959439e-03,-5.818594604019184128e-04,2.074107581567232687e-04,1.192033042968274016e-03,2.338564875567820077e-03,3.660172344693132275e-03,5.118440200503840236e-03,6.650307605984322884e-03,8.253318775312516384e-03,9.909445384439562882e-03,1.161165351421710422e-02,1.334202646437772713e-02,1.509770508143881695e-02,1.687370197079348863e-02
-4.402557200284779731e-03,-3.959399433428615646e-03,-3.509085196635818634e-03,-3.045069381484146864e-03,-2.572466858760336095e-03,-2.068020108339911102e-03,-1.501602185789810071e-03,-8.065744977278490680e-04,4.152443817019696844e-05,1.067643274921611365e-03,2.239254521435425638e-03,3.575548283990136102e-03,5.048197047206952684e-03,6.586769272389977024e-03,8.194495286371882362e-03,9.853739989645452640e-03,1.155280528449524093e-02,1.328519105533252850e-02,1.504337332786933983e-02,1.682142872525716967e-02
-5.429114854202591114e-03,-4.885532012137635237e-03,-4.333454192283644341e-03,-3.765160559785287169e-03,-3.188040688633252476e-03,-2.576712823108377997e-03,-1.903977868448186034e-03,-1.110604292918817518e-03,-1.838241176619482935e-04,9.008398729645375295e-04,2.111367146217247356e-03,3.472041737735827652e-03,4.965271509616578371e-03,6.515198043928379854e-03,8.130700392201092169e-03,9.795202953829242401e-03,1.149071829011487356e-02,1.322572890583707458e-02,1.498713411610523571e-02,1.676745184889630313e-02
-6.814319724084728913e-03,-6.136821173181053468e-03,-5.449182485803509730e-03,-4.742264645843234303e-03,-4.026916883338127646e-03,-3.275036083757115225e-03,-2.463271796427887132e-03,-1.540965456755357538e-03,-5.078686234909069851e-04,6.598436277116967669e-04,1.930280757365354606e-03,3.331244733732653760e-03,4.855355173020002406e-03,6.425004533759049764e-03,8.053984883549473311e-03,9.727839629619261519e-03,1.142166771105260215e-02,1.316089488945276775e-02,1.492677400535138976e-02,1.670973493624601167e-02
-8.745365543003195963e-03,-7.884354757650442053e-03,-7.011106808676334685e-03,-6.114943983176831035e-03,-5.212137142284981907e-03,-4.271105731140047677e-03,-3.273698085543948894e-03,-2.179213969033631272e-03,-1.000214358721013969e-03,2.863712877296956463e-04,1.648846021726511034e-03,3.116213690223201566e-03,4.688962623894026363e-03,6.293846614202664932e-03,7.947545209415268416e-03,9.639136536984942161e-03,1.133897034336254529e-02,1.308683675772485261e-02,1.486004013378109008e-02,1.664722805709946407e-02
-1.123186536983700537e-02,-1.013990252550776329e-02,-9.032338151453348993e-03,-7.898153893044844442e-03,-6.761138598364351861e-03,-5.585902940225405573e-03,-4.360706082468805873e-03,-3.055372145313455922e-03,-1.693682730809611351e-03,-2.532384604117481454e-04,1.235435038814578510e-03,2.799874805842903196e-03,4.443756939573411356e-03,6.105632996955471896e-03,7.801449059683452855e-03,9.524730165321593570e-03,1.124730792768878149e-02,1.301323230717073981e-02,1.479995578284556100e-02,1.659634262675222655e-02
